Review,Condition,Rating,Sentiment
"I was on accutane for almost 2 months.  About a month and a half in, my eyes started to bother me. They were incredibly dry and it constantly felt like I had an eyelash in them. They were burning like crazy and hurt to move. I was worried I had an infection, so I went to my eye doctor. They told me both of my optic nerves were swollen and referred me to a neuro opthamologist. I was immediately taken off accutane. It has been a couple weeks since I stopped the medication and my eyes have finally stopped bothering me. If I had continued the medication, I could&#039;ve had permanent eye damage. The scariest side effects may be rare, and this drug may be a &quot;holy grail&quot; for stubborn acne, but is clear skin really worth going blind, etc?",Acne,5.0,Neutral
"I&#039;ve been on this pill for 7 months now. In the beginning I was worried from reading all the reviews that said how awful it is. For me my breast got bigger (which should be a plus). I didn&#039;t notice much about weight change from the pill. I started it near summer going into college and I may have gained 1 pound from eating junk food in the summer. As far as my acne I have always had clear skin. The pill didn&#039;t affect my acne or anything. The pill didn&#039;t lessen my period until like 2 months ago. It&#039;s a light period usually. Except I have more cramps and bloating than not being on the pill, which is odd. ",Birth Control,7.0,Neutral
"I LOVE MY SKYLA!!! Got Skyla Feb. 2017 (no kids) and had one period and then no periods since. The insertion was crampy pain (bearable but uncomfortable) but quick and I had no side effects immediately after and got up and left normally. I had some light spotting the next week and now when my period is supposed to come I may have a little extra discharge but nothing else. I am a person who has struggled with horrible mood swings, cystic acne, heavy crampy periods, and no luck with any other BC and I have tried nearly all of them in the 11 years I have been on BC. Skyla is the first time in my 27 years that I am acne free, without mood swings, and the happiest and healthiest I have ever been using any form of hormonal birth control!",Birth Control,10.0,Positive
I forgot to add the headaches have been terrible as well. I&#039;m getting them in the back of my head too which is bizarre,Bacterial Vaginitis,4.0,Negative
"I started taking Microgestin FE 1/20 because my doctor was no longer prescribing Yaz. I gained 15 lbs, started breaking out with acne like crazy, was weepy about nothing at all or very angry, did not have a period for 6 months and then became pregnant. I was taking the pill EXACTLY as prescribed. I even set and alarm on my phone to take it at the same exact time every day.  ",Birth Control,1.0,Negative
I have been on Saxenda for 3 weeks now. The first week I experienced very little side effects which was relieving as I usually get very sick from medications. By the end of week one the smallest portions would fill me up which is wonderful but I had no weight loss and I was eating strictly healthy. Week 2 I stuck to .06 for an extra week so my body could adjust better and finished the week with 3 lbs lost since start date. Almost no desire to ever eat. Week three I have increased my dosage and have been feeling extremely nauseous and having weird chest pains. I hope it goes away. I&#039;m a little uncomfortable with the possible long term side effects and will only stick this out if I start seeing results. Happy with appetite decrease though.,Obesity,6.0,Neutral
I had a headache for 2 weeks straight and couldn&#039;t figure out why so I finally broke down and went to the doctors yesterday! She prescribed me Ceftin and said I had a sinus infection. I took both pills yesterday and woke up today with no headache at all and feeling amazing. This pill really works so far!,Sinusitis,10.0,Positive
"I have been on Nuvigil for several years for alertness, or lack thereof, and attention issues.  I have had little side effects and don&#039;t think I could function properly without it.  Initially, there was a bit of insomnia for a few days, but that passed and all is well since.  Last week I ran out and had to wait a week to get the script through the mail. Ugh! I could not get up in the morning after 8-9 hrs of sleep, I walked around all day in a fog and was afraid I would fall asleep at work. This continued throughout the week and did not seem to get any better.  Finally, my medicines came in, took it this morning and it was like the sun had come out and could function again.  Not all medicines work for everyone, but for those it helps it is a lifesaver!",Hypersomnia,10.0,Positive
"I had sex with my boyfriend for the first time on November 28 around 10:30 at night, I wasn&#039;t able to buy plan b until the following Tuesday which was about 63 hours later, it is now 6 days later and my period isn&#039;t supposed to come in until 3 more days, but I have to say, so far it&#039;s been a miserable experience. I&#039;ve had extreme cramps and bloating and a little bit of constipation. I don&#039;t know if it&#039;s from me stressing out so much or it&#039;s still from the side effects. Hopefully this works.",Emergency Contraception,5.0,Neutral
"Our son was diagnosed with ADD when he was in grade 5-he was started on vyvanse and after a few months and a dose increase developed psychotic episodes.  This experience scared the life out of me so we stopped the drug and revisited pharmaceuticals with our pediatrician.
She suggested Intuniv and we tried it. 
Our son has been on the drug now for almost 4 years-he is on the max dose for his age (3 mg) (?) and I honestly can&#039;t see if there is a difference.  He has had no visible side effects-nothing like I have been reading about above. If anything he has put on weight (it is not a stimulant).
We are going to try weaning him off in the next few months to see if there is a difference in schoolwork and to see if the med is really working.",ADHD,5.0,Neutral
"After completely stopping my antidepressant and then making a disappointing career change, I slipped into a permanent state of anxiety. I couldn&rsquo;t sleep, eat or function. Unfortunately there were not any reliable mental health resources available. I was not in the state of mind to make any decisions regarding my care and unfortunately all mind altering meds take time to work. My unbearable anxiety turned into the darkest depression I have ever experienced. I felt completely worthless, hopeless and suicidal. I would spend the days ruminating. The simplest of tasks felt like a marathon. I became afraid of everything with no explainable reason. The Effexor helped but it takes time. Be patient. Withdrawals are bad but I&rsquo;m alive.",Depression,8.0,Positive
